13083|Trickstar Holly Angel
13087|Ib the World Chalice Priestess
13088|Auram the World Chalice Blademaster
13089|Ningirsu the World Chalice Warrior
13199|Dual Assembwurm
13208|Revendread Slayer
13264|X-Krawler Synaphysis
13265|X-Krawler Neurogos
13266|X-Krawler Qualiark
13334|The Weather Painter Rainbow
13370|Subterror Behemoth Fiendess
13371|SPYRAL Double Helix
13384|Mekk-Knight Blue Sky
13390|Mekk-Knight Purple Nightfall
13397|Mythical Beast Master Cerberus
13417|Altergeist Hexstia
13418|Mekk-Knight Spectrum Supreme
13466|Millennium-Eyes Restrict
13500|Isolde, Two Tales of the Noble Knights
13507|Heavymetalfoes Electrumite
13508|Crystron Halqifibrax
13571|Knightmare Corruptor Iblee
13579|Elementsaber Lapauila Mana
13595|Gouki The Master Ogre
13601|Knightmare Unicorn
13602|Knightmare Gryphon
13668|Sky Striker Ace - Kagari
13669|Sky Striker Ace - Shizuku
13735|Umbramirage the Elemental Lord
13746|Demise, Supreme King of Armageddon
13750|Borrelsword Dragon
13761|Crusadia Equimax
13852|Blackwing Full Armor Master
13896|Dinowrestler Pankratops
13923|Thunder Dragon Colossus
13924|Thunder Dragon Titan
13927|Salamangreat Heatleo
13931|Longirsu, the Orcust Orchestrator
13934|Folgo, Justice Fur Hire
13978|Danger! Bigfoot!
13979|Danger! Nessie!
14016|Nephthys, the Sacred Flame
14025|Prank-Kids Battle Butler
14041|Yoko, the Graceful Mayakashi
14054|The Phantom Knights of Rusty Bardiche
14056|Doomking Balerdroch
14112|Elemental HERO Brave Neos
14114|Borreload Savage Dragon
14180|Superdreadnought Rail Cannon Juggernaut Liebe
14193|Black Luster Soldier - Soldier of Chaos
14196|Celestial Knightlord Parshath
14209|Magical Musketeer Max
14288|Dingirsu, the Orcust of the Evening Star
14297|Mekk-Knight Crusadia Avramax
14298|World Gears of Theurlogical Demiurgy
14356|Time Thief Redoer
14401|Infinitrack Fortress Megaclops
14421|Zerrziel, Ruler of the Evil Eyed
14439|Endymion, the Mighty Master of Magic
14483|Witchcrafter Golem Aruru
14496|Apollousa, Bow of the Goddess
14580|Rasterliger
14581|Curse Necrofear
14586|Evil HERO Malicious Bane
14624|Topologic Zeroboros
14660|Gladiator Beast Domitianus
14668|Marincess Wonder Heart
14672|Unchained Abomination
14676|I:P Masquerena
14741|Nibiru, the Primal Being
14751|Geomathmech Final Sigma
14765|House Dragonmaid
14795|Draco Masters of the Tenyi
14849|Megalith Aratron
14852|Karakuri Super Shogun mdl 00N "Bureibu"
14854|Dark Templar @Ignister
14898|Oneiros, the Dream Mirror Erlking
14932|Union Carrier
14935|Simorgh, Bird of Sovereignty
14939|Reptilianne Echidna
14944|Predaplant Verte Anaconda
14947|Sky Striker Ace - Zeke
14948|Yuki-Onna, the Absolute Zero Mayakashi
14952|Red-Eyes Dark Dragoon
14957|Red Supernova Dragon
14958|Number F0: Utopic Draco Future
14962|Decode Talker Heatsoul
14963|Borrelend Dragon
14970|Altergeist Memorygant
15013|Harr, Generaider Boss of Storms
15027|Dragonmaid Sheou
15032|Accesscode Talker
15036|The Arrival Cyberse @Ignister
15079|Blackbeard, the Plunder Patroll Captain
15089|Machina Citadel
15105|Adamancipator Risen - Dragite
15118|Teardrop the Rikka Queen
15123|Eldlich the Golden Lord
15242|Dogmatika Fleurdelis, the Knighted
15271|Gaia the Magical Knight of Dragons
15274|The First Darklord
15276|Infernoble Knight Emperor Charles
15277|Chaos Ruler, the Chaotic Magical Dragon
15332|Egyptian God Slime
15337|Meklord Astro Dragon Triskelion
15379|Number C1: Numeron Chaos Gate Sunya
15514|Armityle the Chaos Phantasm - Phantom of Fury
15515|Virtual World Kyubi - Shenshen
15518|Penguin Brave
15523|Joyous Melffys
15524|Divine Arsenal AA-ZEUS - Sky Thunder
15527|Tri-Brigade Shuraig the Ominous Omen
15626|Evil★Twin Ki-sikil
15627|Evil★Twin Lil-la
15628|Evil★Twins Ki-sikil & Lil-la
15640|Drytron Meteonis Draconids
15692|Armed Dragon Thunder LV10
15731|Eldlich the Mad Golden Lord
15733|Oneiros, the Dream Mirror Tormentor
15734|Windwitch - Diamond Bell
15737|Springans Ship - Exblowrer
15739|S-Force Justify
15741|Underworld Goddess of the Closed World
15774|Myutant Synthesis
15844|Vampire Voivode
15851|Nekroz of Areadbhair
15854|Galaxy-Eyes Cipher X Dragon
15870|Starry Night, Starry Dragon
15967|Amazement Administrator Arlekino
15994|Albion the Branded Dragon
15996|Ruddy Rose Dragon
16091|DoSolfachord Coolia
16104|Ursarctic Septentrion
16198|The Iris Swordsoul
16213|Antihuman Intelligence ME-PSY-YA
16214|Protecting Spirit Loagaeth
16223|Despian Quaeritis
16228|Shooting Majestic Star Dragon
16236|Cosmic Slicer Zer'oll
16278|War Rock Meteoragon
16300|Cyberdark End Dragon
16380|Hi-Speedroid Clear Wing Rider
16386|Baronne de Fleur
16392|Lyrilusc - Ensemblue Robin
16502|Floowandereeze & Snowl
16516|Lord of the Heavenly Prison
16524|Destiny HERO - Destroyer Phoenix Enforcer
16528|Swordsoul Supreme Sovereign - Chengying
16530|Magikey Fiend - Transfurlmine
16531|Zoroa, the Magistus Conflagrant Calamity
16534|Gunkan Suship Uni-class Super-Dreadnought
16536|Borrelcode Dragon
16537|Evil★Twin's Trouble Sunny
16632|Giant Beetrooper Invincible Atlas
16650|Masterflare Hyperion
16731|Ukiyoe-P.U.N.K. Amazing Dragon
16740|Exosister Mikailis
16749|Water Enchantress of the Temple
16809|Blue-Eyes Jet Dragon
16811|Icejade Kosmochlor
16841|Master of Chaos
16843|Dinomorphia Kentregina
16845|Guardian Chimera
16849|D/D/D Deviser King Deus Machinex
16852|Ghostrick Festival
16943|Ultra Beetrooper Absolute Hercules
17037|Witchcrafter Vice-Madame
17042|CXyz N.As.Ch. Knight
17069|Mirrorjade the Iceblade Dragon
17119|Therion "King" Regulus
17145|Odd-Eyes Pendulumgraph Dragon
17147|Starving Venom Predapower Fusion Dragon
17154|Psychic End Punisher
17157|Exosisters Magnifica
17159|Beyond the Pendulum
17160|Scareclaw Tri-Heart
17242|Black Luster Soldier - Legendary Swordsman
17268|Magikey Deity - Ashtartu
17355|Mamonaka the Vaylantz United
17360|Lovely Labrynth of the Silver Castle
17383|Hugin the Runick Wings
17396|Libromancer Fireburst
17433|Kurikara Divincarnate
17443|Elemental HERO Shining Neos Wingman
17445|Tearlaments Kaleido-Heart
17449|Gigantic Spright
17600|Power Tool Braver Dragon
17614|Amazoness Augusta
17660|G Golem Invalid Dolmen
17754|Ghoti of the Deep Beyond
17765|The Bystial Lubellion
17781|Vera the Vernusylph Goddess
17785|Lady Labrynth of the Silver Castle
17795|Meizen the Battle Ninja
17797|Black-Winged Assault Dragon
17801|Mereologic Aggregator
17805|Worldsea Dragon Zealantis
17988|Grapha, Dragon Overlord of Dark World
17997|Rescue-ACE Turbulence
18007|Expurrely Happiness
18017|Ohime the Manifested Mikanko
18166|Beargram, Shelled Emperor of the Forest Crown
18176|Dogmatika Alba Zoa
18177|Evigishki Neremanas
18182|Arktos XII - Chronochasm Vaylantz
18183|Icejade Gymir Aegirine
18188|Number C62: Neo Galaxy-Eyes Prime Photon Dragon
18190|Gigantic "Champion" Sargas
18191|Kashtira Arise-Heart
18192|Laevatein, Generaider Boss of Shadows
18193|Tri-Brigade Arms Bucephalus II
18195|Dyna Mondo
18314|Traptrix Atypus
18458|Gold Pride - Star Leon
18478|Dreaming Nemleria
18487|Tsumuha-Kutsunagi the Lord of Swords
18498|Albion the Sanctifire Dragon
18499|Vicious Astraloud
18502|Superheavy Samurai Brave Masurawo
18506|Mannadium Prime-Heart
18507|Chaos Angel
18508|Tellarknight Constellar Caduceus
18510|Firewall Dragon Singularity
18721|Transcendosaurus Meteorus
18732|Vanquish Soul Caesar Valius
18744|Baelgrill de Nouvelles
18812|Nightmare Magician
18824|Cosmic Quasar Dragon
18825|Crimson Dragon
18830|Evolzar Lars
18912|Salamangreat Raging Phoenix
18915|Volcanic Emperor
19021|Scarred Dragon Archfiend
19077|Junk Warrior (alt art)
19148|Diabellstar the Black Witch
19152|Snake-Eyes Flamberge Dragon
19172|Odd-Eyes Arcray Dragon
19178|T.G. Glaive Blaster
19184|Super Starslayer TY-PHON - Sky Crisis
19188|S:P Little Knight
19360|Mementoal Tecuhtlica - Combined Creation
19375|Centur-Ion Legatia
19403|Garunix Eternity, Hyang of the Fire Kings
19419|Tistina, the Divinity that Defies Darkness
19473|Horus the Black Flame Deity
19492|Skull Guardian, Protector of the Voiceless Voice
19493|Yubel - The Loving Defender Forever
19500|Raidraptor - Rising Rebellion Falcon
19502|Goblin Biker Big Gabonga
19505|Aromalilith Rosemary
19507|Promethean Princess, Bestower of Flames
19619|Lancea, Ancestral Dragon of the Ice Mountain
19623|Arms of Genex Return Zero
19628|Infernoid Flood
19633|Ritual Beast Ulti-Reirautari
19718|Dragon Master Magia
19727|Ultimate Flame Swordsman
19842|Gandora-G the Dragon of Destruction
19847|Ancient Gear Dark Golem
19853|Diabellze the Original Sinkeeper
19863|Selettrice Vaalmonica
19870|Nightmare Apprentice
19877|Flowering Etoile the Melodious Magnificat
19879|Enlightenment Dragon
19881|Sangenpai Transcendent Dragion
19886|Varudras, the Final Bringer of the End Times
19891|Ragnaraika Stag Sovereign
20068|Veidos the Dragon of Endless Darkness
20196|Fiendsmith Engraver
20212|The Unstoppable Exodia Incarnate
20213|Light and Darkness Dragonlord
20219|Diabell, Queen of the White Forest
20221|Gimmick Puppet Fantasix Machinix
20222|CXyz Gimmick Puppet Fanatix Machinix
20280|Divine Golden Shadow Dragon Dragluxion
20287|XYZ-Hyper Dragon Cannon
20295|Trickstar Noble Angel
20411|Performage Trapeze High Magician
20428|Mimighoul Master
20435|Theia, the Primal Being
20481|Red-Eyes Black Fullmetal Dragon
20489|Primite Imperial Dragon
20509|Azamina Moa Regina
20512|Battlewasp - Grand Partisan the Revolution
20515|Legendary Lord Six Samurai - Shi En
20517|Number C32: Shark Drake LeVeiss
20519|Poseidra Abyss, the Atlantean Dragon Lord
20567|Fallen of Albaz (alt art)
20568|Incredible Ecclesia, the Virtuous (alt art)
20569|Aluber the Jester of Despia (alt art)
20570|Blazing Cartesia, the Virtuous (alt art)
20578|Ryzeal Detonator
20587|Maliss Hearts Crypter
20595|Sosei Ryu-Ge Mistva
20607|Blue-Eyes Ultimate Spirit Dragon
20723|Hallo, the Spirit of Tricks
20724|Ween, the Spirit of Treats
20749|Argostars - Glorious Adra
20768|Evil HERO Neos Lord
20771|Arcana Force EX - The Chaos Ruler
20776|Crystal Clear Wing Over Synchro Dragon
20782|Materiactor Exagard
20786|A Bao A Qu, the Lightless Shadow
20944|Lady's Dragonmaid
21038|Divine Serpent Apophis
21054|Ame no Murakumo no Mitsurugi
21141|Dark Magician Girl the Magician's Apprentice
21154|Regenesis Lord
21176|Ancient Fairy Life Dragon
21177|Snake-Eyes Vengeance Dragon
21183|Number 69: Heraldry Crest - Dark Matter Demolition
21186|Disaster, Dragon Ruler of All Apocalypses
21188|Allied Code Talker @Ignister
21226|Accesscode Talker (alt art)
21230|Lady Labrynth of the Silver Castle (alt art)
21231|Diabellstar the Black Witch (alt art)
21359|Dracotail Arthalion
21371|Yummy★Snatchy
21382|K9-X "Werewolf"
21428|Eidos the Underworld Monarch
21441|Lunalight Liger Dancer
21443|Artmage Diactorus
21444|Nerva the Power Patron of Creation
21451|Psychic Blaster Mk-II
21453|Number F0: Utopic Future Zexal
21460|Sky Striker Ace = Zero
21461|Gorgon of Zilofthonia
21577|Invoked Magistus Omega
21610|Dark Magician of Destruction
21614|Masked HERO Atomic
21616|Uzuhime the Manifested Mikanko
21637|R.B. The Brute Blues
21730|Masked HERO Dark Law (alt art)
21732|Hu-Li the Jewel Mikanko (alt art)
21733|Ohime the Manifested Mikanko (alt art)
21783|Radiant Typhoon Fonix, the Great Flame
21792|Dogmatika Fleurdelis, the Thunderbolt
21800|Megalith Notrah Plura
21801|D/D/D/D Dimensional King Arc Crisis
21810|Jupiter the Power Patron of Destruction
21811|DoomZ XII End - Drastrius
21907|Junk Warrior Extreme
21936|Hecahands Jauzah
21948|Enneacraft - Atori.MAR
21959|Kewl Tune RS
22083|Super B.E.S. Metal Slave
22134|Archfiend Emperor
22142|Junora the Power Patron of Tuning
22143|Elfnote Seraphim Strelitzia
22144|Ecclesia and the Dark Dragon
22147|Exosister Karmael
22150|Borrelshroud Dragon
22199|Dragunity Lord - Georgius
22715|W:P Fancy Ball
22746|I:P Masquerena (alt art)
22747|S:P Little Knight (alt art)
